Chromosome,Region,Name,CenterOfPeak,Length,PeakShapeScore,P-value,5'gene,5'distance,3'gene,3'distance
NCTC8325 Genomic sequence,1010407..1010613,Peak,1010522,207,3.008016344,1.32E-03,SAOUHSC_01041,0,SAOUHSC_01042,0
NCTC8325 Genomic sequence,1905398..1905575,Peak,1905479,178,2.991430276,1.39E-03,SAOUHSC_T00028,556,SAOUHSC_R0003,0
NCTC8325 Genomic sequence,1313394..1313592,Peak,1313464,199,2.962635236,1.53E-03,trpD,0,trpC,0
NCTC8325 Genomic sequence,1368344..1368515,Peak,1368415,172,2.946004425,1.61E-03,SAOUHSC_01430,239,SAOUHSC_01431,0
NCTC8325 Genomic sequence,2159228..2159399,Peak,2159325,172,2.909474986,1.81E-03,SAOUHSC_02327,7,thiE,0
NCTC8325 Genomic sequence,2135415..2135707,Peak,2135555,293,2.902322679,1.85E-03,SAOUHSC_02303,113,SAOUHSC_02304,0
NCTC8325 Genomic sequence,959221..959503,Peak,959309,283,2.900796375,1.86E-03,SAOUHSC_00986,1105,SAOUHSC_00987,0
NCTC8325 Genomic sequence,1215826..1216120,Peak,1216002,295,2.898492532,1.88E-03,SAOUHSC_01261,0,recA,102
NCTC8325 Genomic sequence,1721013..1721330,Peak,1721106,318,2.890461207,1.92E-03,SAOUHSC_01814,19,SAOUHSC_01815,0
NCTC8325 Genomic sequence,2473088..2473251,Peak,2473204,164,2.863943293,2.09E-03,SAOUHSC_02685,710,SAOUHSC_02686,0
NCTC8325 Genomic sequence,247499..247697,Peak,247579,199,2.859661262,2.12E-03,SAOUHSC_00227,0,SAOUHSC_00228,1029
NCTC8325 Genomic sequence,454412..454684,Peak,454611,273,2.820362382,2.40E-03,SAOUHSC_R00011,564,SAOUHSC_00450,45
NCTC8325 Genomic sequence,266271..266430,Peak,266352,160,2.817916179,2.42E-03,SAOUHSC_00246,69,SAOUHSC_00247,4
NCTC8325 Genomic sequence,2549914..2550082,Peak,2550027,169,2.816758232,2.43E-03,SAOUHSC_02772,157,SAOUHSC_02773,5
NCTC8325 Genomic sequence,1399848..1399961,Peak,1399891,114,2.810028112,2.48E-03,SAOUHSC_01443,23815,SAOUHSC_01447,0
NCTC8325 Genomic sequence,364605..364834,Peak,364749,230,2.785093519,2.68E-03,SAOUHSC_00354,99,SAOUHSC_00355,39
NCTC8325 Genomic sequence,2516621..2516746,Peak,2516667,126,2.743821863,3.04E-03,SAOUHSC_02736,18,SAOUHSC_02737,0
NCTC8325 Genomic sequence,2301820..2302000,Peak,2301922,181,2.740704323,3.07E-03,truA,600,SAOUHSC_02481,0
NCTC8325 Genomic sequence,57487..57641,Peak,57578,155,2.73605553,3.11E-03,SAOUHSC_00054,0,SAOUHSC_00055,313
NCTC8325 Genomic sequence,1742441..1742592,Peak,1742505,152,2.690511671,3.57E-03,SAOUHSC_01836,58,SAOUHSC_01837,0
NCTC8325 Genomic sequence,1899943..1900271,Peak,1900154,329,2.685823363,3.62E-03,SAOUHSC_T00043,88,SAOUHSC_T00013,0
NCTC8325 Genomic sequence,2444221..2444419,Peak,2444306,199,2.672722413,3.76E-03,SAOUHSC_02660,0,SAOUHSC_02661,508
NCTC8325 Genomic sequence,1642163..1642359,Peak,1642243,197,2.649362271,4.03E-03,aspS,1088,hisS,0
NCTC8325 Genomic sequence,2096633..2096960,Peak,2096754,328,2.647761823,4.05E-03,SAOUHSC_02265,0,SAOUHSC_02266,0
NCTC8325 Genomic sequence,2571689..2571826,Peak,2571723,138,2.645712637,4.08E-03,SAOUHSC_02797,2063,SAOUHSC_02798,0
NCTC8325 Genomic sequence,1002570..1002762,Peak,1002668,193,2.630451895,4.26E-03,SAOUHSC_01032,0,SAOUHSC_01034,524
NCTC8325 Genomic sequence,1357161..1357318,Peak,1357243,158,2.627153249,4.31E-03,SAOUHSC_01415,1823,SAOUHSC_01416,0
NCTC8325 Genomic sequence,495208..495376,Peak,495285,169,2.624466698,4.34E-03,SAOUHSC_R0007,0,SAOUHSC_R00012,2636
NCTC8325 Genomic sequence,1211059..1211245,Peak,1211133,187,2.615557497,4.45E-03,SAOUHSC_01256,0,SAOUHSC_01257,775
NCTC8325 Genomic sequence,1708800..1709116,Peak,1708935,317,2.609334508,4.54E-03,SAOUHSC_01805,1474,SAOUHSC_01806,0
NCTC8325 Genomic sequence,1146036..1146180,Peak,1146128,145,2.608524095,4.55E-03,SAOUHSC_01194,0,SAOUHSC_01196,1912
NCTC8325 Genomic sequence,2719457..2719596,Peak,2719539,140,2.607284008,4.56E-03,nsaR,196,SAOUHSC_02957,0
NCTC8325 Genomic sequence,2432140..2432441,Peak,2432216,302,2.593408273,4.75E-03,SAOUHSC_02646,1054,SAOUHSC_02647,0
NCTC8325 Genomic sequence,868679..868872,Peak,868788,194,2.588878987,4.81E-03,SAOUHSC_00904,0,SAOUHSC_00905,2975
NCTC8325 Genomic sequence,2696517..2696661,Peak,2696593,145,2.586173224,4.85E-03,SAOUHSC_02928,1657,SAOUHSC_02929,0
NCTC8325 Genomic sequence,992048..992230,Peak,992118,183,2.5250852,5.78E-03,SAOUHSC_01019,420,SAOUHSC_01021,0
NCTC8325 Genomic sequence,1206680..1206963,Peak,1206824,284,2.515491221,5.94E-03,SAOUHSC_01253,0,SAOUHSC_01254,1762
NCTC8325 Genomic sequence,710470..710644,Peak,710570,175,2.510972755,6.02E-03,SAOUHSC_00728,0,SAOUHSC_00729,1719
NCTC8325 Genomic sequence,1670360..1670617,Peak,1670511,258,2.503618534,6.15E-03,SAOUHSC_01768,1090,SAOUHSC_01769,0
NCTC8325 Genomic sequence,487637..487923,Peak,487776,287,2.49986754,6.21E-03,SAOUHSC_00488,0,SAOUHSC_00489,0
NCTC8325 Genomic sequence,2363089..2363257,Peak,2363185,169,2.482667896,6.52E-03,SAOUHSC_02572,28,SAOUHSC_02573,0
NCTC8325 Genomic sequence,626794..626959,Peak,626888,166,2.455886703,7.03E-03,SAOUHSC_00636,450,SAOUHSC_00637,0
NCTC8325 Genomic sequence,208496..208642,Peak,208585,147,2.454862703,7.05E-03,SAOUHSC_00188,0,SAOUHSC_00189,282
NCTC8325 Genomic sequence,46231..46454,Peak,46258,224,2.435747325,7.43E-03,SAOUHSC_00042,414,SAOUHSC_00043,0
NCTC8325 Genomic sequence,2393988..2394113,Peak,2394064,126,2.425742653,7.64E-03,SAOUHSC_02604,330,SAOUHSC_02605,0
NCTC8325 Genomic sequence,483862..484181,Peak,484050,320,2.415894277,7.85E-03,SAOUHSC_00486,0,hslO,1532
NCTC8325 Genomic sequence,843419..843578,Peak,843470,160,2.408124025,8.02E-03,SAOUHSC_00879,0,SAOUHSC_00880,1446
NCTC8325 Genomic sequence,978078..978425,Peak,978346,348,2.404959332,8.09E-03,SAOUHSC_01005,622,SAOUHSC_01007,0
NCTC8325 Genomic sequence,618503..618650,Peak,618553,148,2.375544516,8.76E-03,SAOUHSC_00628,0,SAOUHSC_00629,920
NCTC8325 Genomic sequence,1258740..1258936,Peak,1258808,197,2.339881717,9.65E-03,SAOUHSC_01314,0,SAOUHSC_01315,92
NCTC8325 Genomic sequence,1711595..1711909,Peak,1711836,315,2.33940453,9.66E-03,SAOUHSC_01807,926,SAOUHSC_01808,0
NCTC8325 Genomic sequence,882899..883080,Peak,882976,182,2.32843944,9.94E-03,SAOUHSC_00912,0,SAOUHSC_00913,2223
NCTC8325 Genomic sequence,729064..729246,Peak,729155,183,2.324434191,0.010051117,SAOUHSC_00742,0,nrdF,118
NCTC8325 Genomic sequence,1730132..1730371,Peak,1730264,240,2.299512271,0.010737934,SAOUHSC_01823,871,SAOUHSC_01824,0
NCTC8325 Genomic sequence,2013488..2013626,Peak,2013557,139,2.291633491,0.010963401,SAOUHSC_02139,0,SAOUHSC_02140,0
NCTC8325 Genomic sequence,1562007..1562192,Peak,1562109,186,2.284973041,0.011157204,SAOUHSC_01645,715,SAOUHSC_01646,0
NCTC8325 Genomic sequence,1188472..1188687,Peak,1188609,216,2.281893958,0.011247801,SAOUHSC_01240,0,polC,837
NCTC8325 Genomic sequence,2661891..2662081,Peak,2661981,191,2.262582326,0.011830724,SAOUHSC_02887,505,SAOUHSC_02888,0
NCTC8325 Genomic sequence,191304..191397,Peak,191357,94,2.257105277,0.012000749,SAOUHSC_00174,195,SAOUHSC_00175,93
NCTC8325 Genomic sequence,951749..951892,Peak,951804,144,2.248490002,0.012272481,SAOUHSC_00979,0,SAOUHSC_00980,0
NCTC8325 Genomic sequence,2609546..2609740,Peak,2609610,195,2.240777036,0.012520261,SAOUHSC_02830,495,SAOUHSC_02831,0
NCTC8325 Genomic sequence,1678160..1678562,Peak,1678424,403,2.195313476,0.01407056,engB,439,clpX,0
NCTC8325 Genomic sequence,2622248..2622389,Peak,2622308,142,2.16546262,0.015176138,SAOUHSC_02846,1713,SAOUHSC_02848,0
NCTC8325 Genomic sequence,1113680..1113830,Peak,1113748,151,2.145134072,0.015971065,SAOUHSC_01164,0,SAOUHSC_01165,516
NCTC8325 Genomic sequence,1625135..1625307,Peak,1625224,173,2.135820151,0.016347038,SAOUHSC_01720,202,SAOUHSC_01721,0
NCTC8325 Genomic sequence,2032717..2032956,Peak,2032911,240,2.118868261,0.017050801,SAOUHSC_02164,227,SAOUHSC_02166,0
NCTC8325 Genomic sequence,633625..633763,Peak,633692,139,2.107638635,0.01753113,SAOUHSC_00644,0,SAOUHSC_00645,251
NCTC8325 Genomic sequence,1141183..1141346,Peak,1141281,164,2.089979519,0.01830982,SAOUHSC_01188,0,SAOUHSC_01189,0
NCTC8325 Genomic sequence,2035591..2035762,Peak,2035710,172,2.089406632,0.018335567,SAOUHSC_02170,604,SAOUHSC_02171,0
NCTC8325 Genomic sequence,856086..856256,Peak,856156,171,2.065988387,0.019414788,SAOUHSC_00892,164,SAOUHSC_00893,26
NCTC8325 Genomic sequence,2245491..2245643,Peak,2245528,153,2.04768347,0.020295512,SAOUHSC_02416,766,SAOUHSC_02417,0
NCTC8325 Genomic sequence,1595356..1595538,Peak,1595488,183,2.036533896,0.020848387,SAOUHSC_01684,215,SAOUHSC_01685,0
NCTC8325 Genomic sequence,1184673..1184894,Peak,1184776,222,2.016290935,0.021884781,SAOUHSC_01237,0,SAOUHSC_01238,338
NCTC8325 Genomic sequence,602364..602486,Peak,602448,123,2.005833824,0.02243699,argS,0,SAOUHSC_00612,1529
NCTC8325 Genomic sequence,868101..868283,Peak,868204,183,2.001353532,0.022677152,SAOUHSC_00903,0,SAOUHSC_00904,87
NCTC8325 Genomic sequence,908001..908156,Peak,908066,156,1.992402432,0.02316346,SAOUHSC_00935,0,SAOUHSC_00936,281
NCTC8325 Genomic sequence,779048..779291,Peak,779205,244,1.974789335,0.02414603,pgk,0,tpiA,354
NCTC8325 Genomic sequence,780908..781167,Peak,781027,260,1.943967739,0.025949671,SAOUHSC_00798,0,eno,889
NCTC8325 Genomic sequence,1885489..1885580,Peak,1885529,92,1.943842483,0.025957225,SAOUHSC_01980,165,SAOUHSC_01981,0
NCTC8325 Genomic sequence,974839..975176,Peak,975061,338,1.927641696,0.026949854,SAOUHSC_01000,1350,SAOUHSC_01001,0
NCTC8325 Genomic sequence,1655220..1655344,Peak,1655271,125,1.926793904,0.02700266,queA,417,ruvB,0
NCTC8325 Genomic sequence,1234944..1235077,Peak,1234997,134,1.92407265,0.027172739,SAOUHSC_01278,0,SAOUHSC_01279,1680
NCTC8325 Genomic sequence,842997..843110,Peak,843040,114,1.913858854,0.027819097,SAOUHSC_00878,0,SAOUHSC_00879,28
NCTC8325 Genomic sequence,1092430..1092678,Peak,1092553,249,1.904116093,0.028447533,SAOUHSC_01142,0,mraW,0
NCTC8325 Genomic sequence,1067863..1068162,Peak,1068073,300,1.890304649,0.029358614,sdhB,0,SAOUHSC_01106,0
NCTC8325 Genomic sequence,479293..479418,Peak,479346,126,1.886171808,0.029635903,SAOUHSC_00480,0,SAOUHSC_00481,518
NCTC8325 Genomic sequence,1986311..1986442,Peak,1986355,132,1.882247303,0.029901223,SAOUHSC_02112,1333,SAOUHSC_02113,0
NCTC8325 Genomic sequence,2238585..2238711,Peak,2238626,127,1.855929299,0.031731818,SAOUHSC_02410,0,SAOUHSC_02411,0
NCTC8325 Genomic sequence,772215..772377,Peak,772282,163,1.844961637,0.03252156,SAOUHSC_00789,374,SAOUHSC_T0005,0
NCTC8325 Genomic sequence,1094320..1094519,Peak,1094399,200,1.843544471,0.032624778,SAOUHSC_01145,0,mraY,1880
NCTC8325 Genomic sequence,2560850..2560977,Peak,2560899,128,1.795414268,0.036293861,SAOUHSC_02788,112,SAOUHSC_02789,0
NCTC8325 Genomic sequence,830664..830759,Peak,830696,96,1.790069431,0.036721375,SAOUHSC_00861,129,SAOUHSC_00862,0
NCTC8325 Genomic sequence,311633..311796,Peak,311755,164,1.783222405,0.037275053,SAOUHSC_00296,1050,SAOUHSC_00297,0
NCTC8325 Genomic sequence,779383..779605,Peak,779544,223,1.779515356,0.037577655,pgk,0,tpiA,40
NCTC8325 Genomic sequence,2436531..2436646,Peak,2436586,116,1.776527174,0.037823034,SAOUHSC_02649,0,SAOUHSC_02650,104
NCTC8325 Genomic sequence,1195797..1195914,Peak,1195869,118,1.773984798,0.038032833,nusA,8,SAOUHSC_01244,0
NCTC8325 Genomic sequence,1671990..1672170,Peak,1672033,181,1.770889245,0.038289561,SAOUHSC_01770,1289,SAOUHSC_01771,0
NCTC8325 Genomic sequence,1699239..1699443,Peak,1699375,205,1.750824149,0.039988103,SAOUHSC_01798,998,SAOUHSC_01799,0
NCTC8325 Genomic sequence,748755..748828,Peak,748795,74,1.747274901,0.040294832,SAOUHSC_00766,0,SAOUHSC_00767,125
NCTC8325 Genomic sequence,862997..863149,Peak,863036,153,1.744638702,0.04052389,SAOUHSC_00897,1303,SAOUHSC_00898,0
NCTC8325 Genomic sequence,1366893..1367053,Peak,1367000,161,1.741541107,0.040794387,SAOUHSC_01425,1591,SAOUHSC_01427,0
NCTC8325 Genomic sequence,2374148..2374295,Peak,2374229,148,1.723340903,0.042413448,SAOUHSC_02581,2355,SAOUHSC_02582,0
NCTC8325 Genomic sequence,776339..776648,Peak,776449,310,1.69412453,0.045120811,SAOUHSC_00794,0,SAOUHSC_00795,536
NCTC8325 Genomic sequence,827639..827822,Peak,827728,184,1.692363522,0.045288342,SAOUHSC_00859,0,SAOUHSC_00860,391
NCTC8325 Genomic sequence,1533446..1533563,Peak,1533540,118,1.667929364,0.047664875,SAOUHSC_01608,544,SAOUHSC_01609,0
NCTC8325 Genomic sequence,1712067..1712305,Peak,1712205,239,1.642337241,0.050260067,SAOUHSC_01808,140,SAOUHSC_01809,0
NCTC8325 Genomic sequence,1102041..1102204,Peak,1102123,164,1.634643753,0.051061875,SAOUHSC_01150,0,SAOUHSC_01152,955
NCTC8325 Genomic sequence,1201133..1201250,Peak,1201190,118,1.629463338,0.051607485,SAOUHSC_01249,0,rpsO,201
NCTC8325 Genomic sequence,595840..595966,Peak,595889,127,1.617582834,0.052876266,SAOUHSC_00603,0,SAOUHSC_00604,737
NCTC8325 Genomic sequence,408529..408714,Peak,408654,186,1.610809157,0.053610662,SAOUHSC_00406,0,SAOUHSC_00407,682
NCTC8325 Genomic sequence,537925..538074,Peak,538037,150,1.580364192,0.057011744,SAOUHSC_00533,0,SAOUHSC_00534,557
NCTC8325 Genomic sequence,1808840..1808962,Peak,1808895,123,1.573666785,0.057782252,SAOUHSC_01897,34,SAOUHSC_01898,0
NCTC8325 Genomic sequence,1985024..1985153,Peak,1985054,130,1.570726186,0.058123132,SAOUHSC_02112,46,SAOUHSC_02113,0
NCTC8325 Genomic sequence,777855..778239,Peak,777981,385,1.566116368,0.058660689,SAOUHSC_00795,0,pgk,94
NCTC8325 Genomic sequence,1800297..1800389,Peak,1800348,93,1.532451758,0.062705497,SAOUHSC_01887,27,SAOUHSC_01888,0
NCTC8325 Genomic sequence,2676349..2676465,Peak,2676427,117,1.529838628,0.063028339,SAOUHSC_02908,85,SAOUHSC_02909,15
NCTC8325 Genomic sequence,552053..552166,Peak,552074,114,1.492016794,0.067847371,SAOUHSC_00545,0,SAOUHSC_00547,3106
NCTC8325 Genomic sequence,176593..176667,Peak,176617,75,1.486906515,0.068519752,SAOUHSC_00162,0,SAOUHSC_00163,603
NCTC8325 Genomic sequence,2072717..2072804,Peak,2072759,88,1.481822738,0.069193734,SAOUHSC_02237,0,SAOUHSC_02238,10
NCTC8325 Genomic sequence,1329260..1329379,Peak,1329310,120,1.467219068,0.071158236,SAOUHSC_01384,837,SAOUHSC_01385,0
NCTC8325 Genomic sequence,710883..710964,Peak,710911,82,1.464330368,0.071551852,SAOUHSC_00728,0,SAOUHSC_00729,1399
NCTC8325 Genomic sequence,1018799..1018888,Peak,1018866,90,1.447705162,0.073849763,SAOUHSC_01050,0,SAOUHSC_01051,691
NCTC8325 Genomic sequence,1982294..1982374,Peak,1982334,81,1.440364048,0.074882215,SAOUHSC_02108,174,SAOUHSC_02109,0
NCTC8325 Genomic sequence,2141735..2141825,Peak,2141770,91,1.432339257,0.076023377,SAOUHSC_02310,1302,SAOUHSC_02311,0
NCTC8325 Genomic sequence,1335372..1335454,Peak,1335411,83,1.414276747,0.078640331,SAOUHSC_01392,0,SAOUHSC_01394,1373
NCTC8325 Genomic sequence,223231..223322,Peak,223284,92,1.397837729,0.081080901,SAOUHSC_00200,0,SAOUHSC_00201,912
NCTC8325 Genomic sequence,2021241..2021348,Peak,2021309,108,1.372119794,0.085013074,SAOUHSC_02146,879,SAOUHSC_02147,0
NCTC8325 Genomic sequence,488387..488517,Peak,488464,131,1.369968707,0.085348335,SAOUHSC_00489,0,SAOUHSC_00490,185
NCTC8325 Genomic sequence,1579276..1579463,Peak,1579435,188,1.361504365,0.086677178,SAOUHSC_01665,219,SAOUHSC_01666,11
NCTC8325 Genomic sequence,1111090..1111186,Peak,1111173,97,1.355067794,0.087697979,SAOUHSC_01160,119,lspA,607
NCTC8325 Genomic sequence,2136613..2136743,Peak,2136704,131,1.344800672,0.089344807,SAOUHSC_02304,1144,SAOUHSC_02305,0
NCTC8325 Genomic sequence,2385929..2385990,Peak,2385973,62,1.331627395,0.091491329,SAOUHSC_02595,38,SAOUHSC_02596,166
NCTC8325 Genomic sequence,378598..378698,Peak,378650,101,1.329619941,0.091821762,SAOUHSC_00372,0,SAOUHSC_00373,208
NCTC8325 Genomic sequence,1637531..1637622,Peak,1637601,92,1.32243817,0.093011143,SAOUHSC_01734,0,SAOUHSC_01735,451
NCTC8325 Genomic sequence,2431743..2431888,Peak,2431813,146,1.314534746,0.094333157,SAOUHSC_02646,657,SAOUHSC_02647,0
NCTC8325 Genomic sequence,2495800..2495857,Peak,2495835,58,1.311051543,0.094920175,SAOUHSC_02713,799,SAOUHSC_02714,0
NCTC8325 Genomic sequence,734420..734508,Peak,734463,89,1.303099711,0.096270361,SAOUHSC_00749,0,SAOUHSC_00751,671
NCTC8325 Genomic sequence,1598524..1598575,Peak,1598542,52,1.288601543,0.098768323,SAOUHSC_01687,769,SAOUHSC_01688,0
NCTC8325 Genomic sequence,592700..593065,Peak,592840,366,38.08575841,1.102E-317,SAOUHSC_00596,0,SAOUHSC_00598,117
NCTC8325 Genomic sequence,2453919..2454228,Peak,2454090,310,38.02445219,1.138E-316,SAOUHSC_02668,45,SAOUHSC_02669,42
NCTC8325 Genomic sequence,2024550..2024967,Peak,2024828,418,37.83829152,1.334E-313,SAOUHSC_02151,661,SAOUHSC_02152,0
NCTC8325 Genomic sequence,54054..54353,Peak,54214,300,38.3170375,1.59E-321,SAOUHSC_00050,3,SAOUHSC_00051,0
NCTC8325 Genomic sequence,2187913..2188330,Peak,2188191,418,37.83028792,1.806E-313,SAOUHSC_02365,27,SAOUHSC_02366,20
NCTC8325 Genomic sequence,806544..806962,Peak,806684,419,37.76740573,1.948E-312,SAOUHSC_00828,611,SAOUHSC_00830,0
NCTC8325 Genomic sequence,1248249..1248530,Peak,1248389,282,38.44256148,1E-323,SAOUHSC_01294,0,SAOUHSC_01295,0
NCTC8325 Genomic sequence,696886..697167,Peak,697028,282,38.36862459,2.17E-322,SAOUHSC_00711,0,SAOUHSC_00712,0
NCTC8325 Genomic sequence,1256327..1256712,Peak,1256467,386,37.94176324,2.638E-315,SAOUHSC_01311,0,SAOUHSC_01312,0
NCTC8325 Genomic sequence,963170..963529,Peak,963390,360,38.30161158,2.88E-321,SAOUHSC_00989,1061,SAOUHSC_00991,0
NCTC8325 Genomic sequence,612252..612647,Peak,612508,396,37.8173078,2.952E-313,SAOUHSC_00620,576,SAOUHSC_00621,0
NCTC8325 Genomic sequence,291428..291728,Peak,291589,301,37.81333594,3.43E-313,SAOUHSC_00271,0,SAOUHSC_00272,0
NCTC8325 Genomic sequence,878678..878965,Peak,878826,288,38.05297911,3.843E-317,SAOUHSC_00907,1390,SAOUHSC_00908,0
NCTC8325 Genomic sequence,2725536..2725917,Peak,2725676,382,37.62468956,4.244E-310,SAOUHSC_02962,2683,SAOUHSC_02963,0
NCTC8325 Genomic sequence,1523170..1523460,Peak,1523321,291,38.10880951,4.578E-318,SAOUHSC_01597,959,SAOUHSC_01598,0
NCTC8325 Genomic sequence,899714..899995,Peak,899854,282,38.22469942,5.476E-320,SAOUHSC_00927,2,SAOUHSC_00928,0
NCTC8325 Genomic sequence,1272479..1272774,Peak,1272619,296,37.97949558,6.291E-316,rpsN,0,SAOUHSC_01330,0
NCTC8325 Genomic sequence,1102781..1103087,Peak,1102948,307,38.16065492,6.331E-319,SAOUHSC_01150,6,SAOUHSC_01152,72
NCTC8325 Genomic sequence,2781174..2781480,Peak,2781314,307,38.09882725,6.699E-318,SAOUHSC_03006,95,SAOUHSC_03008,690
NCTC8325 Genomic sequence,2562314..2562636,Peak,2562454,323,37.79312353,7.369E-313,SAOUHSC_02789,763,SAOUHSC_02790,0
NCTC8325 Genomic sequence,664535..664874,Peak,664675,340,38.03369168,8.009E-317,SAOUHSC_00674,0,SAOUHSC_00675,1
